,Qoraalka,Qeybta
13847,dadnimo ayeey waxay moodeen in safiirad lala hadlo ma garanayo cudurkan kaba qaadka ah mar uu naga dhamaan doono,Neutral-Dhexdhexaad
13848,8 1 Farxad leh in aan ku soo biiro dabaaldegyada oo aad tiraahdo Happy 62aad dhalashada goobta munaasabadda la wadaaga farxadda iyo ballan qaadka xoogga taariikhiga ah iyo dhalinyarada,Positive-Wanaag
13849,AAFADA QAADKA AMA JAADKA ILAA LAGA MAMNUUCO GOOBAHA SHAQADA WELIGEEN GUUL GAADHI MAYNO HADAYNU NAHAY WAA MASIIBO WEYN OO DIB INOO DHIGTAY SHARAFTEENINA MEEL XUN DHIGTAY ALLE HALAGA BAQO OO BAL GOOBAHA SHAQADA UUN HALAGA ILAALIYO,Negative-Xumaan
13850,Just watching the BBC show about scams glad someone like you is able to make more people aware of these scams going about Doing the lords work,Positive-Wanaag
13851,Taliyaha CXDS Gen Odawaa Yuusuf oo ka muuqata qab daljir xoog badan iyo naf u hirid dhiiran taasi oo ku tusineyso in maanta Ciidamadeena Xooga dalka Soomaaliyeed ay dib usoo kabanayaan oo ayna diyaar u yihiin la jaan qaadka ciidamada dhigooda ah ee dunida wada leh Guul CXDS,Positive-Wanaag
13852,Farmaajo wuxuu Qalbi Dhagax udhiibay wadankii uu bilad geesiga ladaagalnkooda ku qaatay wadaniyadda uu ka hadlayo waa qaadka Kenya uu joojiyey iyo cidamadii Somalia ka dishay Ethiopia 1977 oo uu geed kubeeray maalintii xusuustooda,Negative-Xumaan
13853,Ma beentey baa maalinba in uu mamul goboleed meel gaar ah is taago oo la tuutuugo mase beentey baa in ay soomali ku kala nabad gashay federalism ka nhlanha lux kabarkaagii qaadka makaaga badbaaday abtow,Positive-Wanaag
13854,Qalbiga qofkasta oo soomaali ah waa u daawo codka iyo isla jaan qaadka quruxda badan ee ciidanka CXD,Positive-Wanaag
13855,Runti Waa Ayaandarro In Farmaajo Faraha Lagalo Ganacsiga Qaadka Iyo Wax La Mid Ah Waxaa U Furneed Kaliya In Uu Mamnuuco Ka Ganacsiga Qaadka Laakin Ma Ahayn In Uu Sharci Ka Dhigo In La Cunno Qaadka Itoobiya Ee Uu Mamnuuco Qaaka Kenya April 11 2021,Positive-Wanaag
13856,Wasiir Oomaar Waa Iscasilay Marki Ay Iska Hor Yimaadeen Farmaajo Walaalkiis Ee Qaadka Itoobiya Ku Haysta Monopoly Iyo In Aan Dalka La Soo Gelinin Qaadka Ka Yimaada Kenya,Neutral-Dhexdhexaad
13857,Wey kala tahay kala saar siin iyo saad Balanta adigaba waa qaada balse ka soo qaadka Alle CWT ayaa iska leh anka hadalno xaqiiqda jirta marka aad Tahay hoganiye umad dhan ha Noqon kaligi cune ee ha lagula cuno Walalo SADAR MUUQDA SU AL KA DHAN insha allah kheyr badan,Neutral-Dhexdhexaad
13858,Farmaajo Difaacida fargaajo ma waxay kaa gaadhay inaad aflagaadayso wiilan sooman oo waxba adiga iyo midkaad kaba qaadka utahay waxba ka sheegin noocaagan oo kale waxa ladhahaa calooshii la ciyaar waa inoo bari,Positive-Wanaag
13859,deperani Kan calooshiisa u shaqaystaha ah ee deni somali nacday kaba qaadka u ah inta uu dadkooda iyo dhulkooda yeelay cidna ma yeelin waa yaab damiir saas ah,Positive-Wanaag
13860,deegaanada Galmudug Darawalka la dilay ayaa waxaa lagu magacaabi jiray Mahad Farabadane isla markaana waxaa uu kamid ahaa darawalada baaburta Qaadka qaada ka shaqeysa,Negative-Xumaan
13861,Ballan qaadka alle wa dhab,Positive-Wanaag
13862,Ciidan aan awoodiis gaarin dalka guud in loo balanqaado qayilaad la soo safo maaha faan mana laha farmaajo meeqan soo marnay 12 abril mise hadey dhalatay ciidamada qaadka soomaaliyeed,Negative-Xumaan
13863,Haduu is waalo korontada iyo Biyaha ha laga jaro Awal miyuu Umadda hawl u hayay xafiisyo QAADKA Ethiopia looga shaqeeyo buu VILLADA ka dhex furtaye,Neutral-Dhexdhexaad
13864,Bangiga aduunku wuu mahadsanyahay qolyaha afarta sano ku dhagana lacagta somaliland loogu talo galay ee adiga iyo kuwa aad kaba qaadka u tahay ka midka yihiin aad isbaarada u dhigateen inaad hada tidhaahdaan waaheb baanu ugu deeqnay waxay ka dhigantahay ilinti yaxaaska,Neutral-Dhexdhexaad
13865,lagu sii qaadka wt is he doing,Neutral-Dhexdhexaad
13866,Waa Sax Lkn Xagey Tagayaan Farmaajo Iyo Fahad Kuwa Koba Qaadka Hada U ah Xitaa Lagama Reebayo ee Bisha Ramadan Fadligeeda Alaha Ka Dhigo Inay Ayaga Ku Jabaan,Positive-Wanaag
13867,Waad ku mahadsan tahay balan qaadka insha allah ana waan ka qayb qaadan doona,Positive-Wanaag
13868,Nolosha wanaagsani kama maqna shay nabad gelyo khalkhal galisay oo qofka mu minka ah ku dhibaysa baadhis dhab ah si uu uga fiirsado soo laabashadiisa kor isu qaadka ah oo sababa masiibada in ay kor u kacdo darajooyinka cafiska dembiyada ama kafaarada dembiyada,Positive-Wanaag
13869,Filo gordhow farmaajo oo leh waxaa qaadka kula xariiray Muuse bixi Ayado la ogyahay halke kala Jogan isaaq iyo mareexaan,Neutral-Dhexdhexaad
13870,Wasiir wallaal maad war gelisaan basseska ku yaal waddanka jabuuti oo ay yaalliin diyaaradaha biyo qaadka ahee rusheeya dababka waa wey Tani ka weyn hargeysa Gaar gaar fiddiya Guuleysta,Neutral-Dhexdhexaad
13871,Waa Jimcihii u dambeeyay bisha Shacbaan alle isagga awood lahe soon qaadka ha inagu gaadhsiiyo cimri dherer amp caafimaad cibaaddo suubban sidoo kale camal suubban oo caawimo ku dheehan tahay dhammaanteenna aynu is cafino,Positive-Wanaag
13872,khadija shac JFS Rabi haku caafiyo xiliga mafiyada laga taqalusilahaa aya la jogaa adigase qofki yimada majinta qaadka miiska ku saara ayaad u hestsaa,Negative-Xumaan
13873,Farmaajo Qaadka Kenya waa Zara an,Neutral-Dhexdhexaad
13874,Marwo nin madow midii ugu qaalisanayd weeyi magaceeduna DHAWRSAN weeyi mataqaan shiishada sigaarka qaadka khamrada iyo dhaqan gaalaadka iyo kudayashadooda odaygeedana way adeecdaa dhaqankeedana way ku adag tahay,Positive-Wanaag
13875,Horta wiilasha qaadka la siinayo ee Caaqiladoodu hubaynayaan iyo degaanada qaadanaya 0 012 ha loo caqli celiyo Hadii la sameeyo guddi aqoonyahano ah oo degaanada ah macdanta waa la ilaalin karaa,Positive-Wanaag
13876,Qaadki soo dhacayeey waxaan soo xasuustay suuqi Siinay ee Qaadka,Neutral-Dhexdhexaad
13877,Wararkii Ugu Danbeyeey RW Ku xigeenka XFS ayaa magaalada Doha ka qayb galay Madasha Amiirka Dowladda Qatar Sheekh ayaa si diirran u soo dhaweeyey isagoo RW Ku xigeenka uga mahadceliyey sida wanaagsan ee uu u ajiibay marti qaadka,Positive-Wanaag
13878,Odaygu waa aqmaal qaadka iyo ariga baan ku maqli jiray waa ka naqaystay kkkkk,Positive-Wanaag
13879,Waxa laga faa iiday in Farmajo xertiisa kooto loogu xidho in qaadka Ethiopia ay ayagoo qudhihii keeni karaan,Neutral-Dhexdhexaad
13880,Djibouti wey siibatey Weyba u heesan qaadka,Neutral-Dhexdhexaad
13881,WAA KABA QAADKA FAQASHTA CBBDA AYEY KA HOOSEYSAA,Neutral-Dhexdhexaad
13882,Happy Birthday Wish you a wonderfully long long long life like marmar jooji cunista qaadka,Positive-Wanaag
13883,Dooda dadban ee uae soo xawishay kenya qaadka loogu furayo cirka geeh loomana baahna,Neutral-Dhexdhexaad
13884,Waan iska qoslaa markaan arko qof sigaar cabaya oo dadka qaadka ka waaninaya,Positive-Wanaag
13885,Xildhibaankii Isku badalay Boorso qaadka,Neutral-Dhexdhexaad
13886,Mowduucana Hanaga ilaawin Diyaaradaha Qaadka Ethiopia ee la bilaabay laba sano ka hor maxaa laga faa iiday,Neutral-Dhexdhexaad
13887,Wale wa la wada arkey fadwadisa beenta qaadka Eithopia iga dheh you re so funny,Positive-Wanaag
13888,Loos baab u aqaana se bahashi aad baab u jeclahay hhh halka qaadka hadii lagu badali oo ay dadkeena miraha dalkooda cuni lahaayeen waa wanaagsanaan laheed,Positive-Wanaag
13889,Waa nin aad u dulqaad yar Fatwo ku saabsan qaadka Ethiopia ayaan waydiinay aniga iyo nin kale labadeenaba waxuu na saaray block,Positive-Wanaag
13890,Itoobiya hadda qaadka ee dalka keento Meeqo falaayd waaye Qarashka ku baxo meeqo waaye Jawaanka qaadka waa imisa Lacagta,Positive-Wanaag
13891,Qaadka waxay qaraabo dhaw yihiin jahliga xanuunka beenta tuugnimada fakhriga gaajada iimaan la aanta musuq maasuqa Shaqo la aanta salaad la aanta iyo soon la aanta ISKAJIR,Neutral-Dhexdhexaad
13892,Qaadka Ethiopia Maxaa laga Faa iiday,Neutral-Dhexdhexaad
13893,Gabay Somali Qaadka,Neutral-Dhexdhexaad
13894,kinda messed up how marqaan culture is so normal amongst us ilaahayow qaadka soomaali dhamaantood ka madoobey,Positive-Wanaag
13895,Qaadka iska jooji walaal,Neutral-Dhexdhexaad
13896,Xaqiiqada Qadhaadh Ee idinku dhacday ayaan kuu sheegay iyo sida marwalba u danbaysa kaba qaadka iyo daba dhilifkaba kuwii hore iyo kuwa danbaba Iska riyooda,Negative-Xumaan
13897,sanad qaadka ka sooma dheh si aad aqoonsi u heshaan,Positive-Wanaag
13898,Malaha qaadka malintas ku yaraaday odaygaas,Negative-Xumaan
13899,Waan soo dhaweeynaya safarka uu madaxweeyne ku tagaayo USA Marti qaadka uu ka helay ururka Conservative ah ee waxa lays waydiin kara Heritage maxeey ku soo kordhin kartaa Somaliland Heritage waa Republican Pro Trump ah Xukuumaduna tahay Democratic party,Positive-Wanaag
13900,Faadumadaas soon qaadka miyaa loo uumay in looga faa iideysto,Neutral-Dhexdhexaad
13901,Ujeedka ballan qaadka beenta ah wuxuu sababi karaa saameyn fog oo qofka bini aadanka ah ku yeelata noloshiisa mid galaafata ee ka feejignoow Hana dhaawicin Qalbiga Aadmiga ee daciifka ah,Negative-Xumaan
13902,Qaadka iska kala yaree,Neutral-Dhexdhexaad
13903,Latalaabso cidii uqalanta lajaan qaadka noloshaada kana maaran cidii fahmi weyda qimahaaga,Positive-Wanaag
13904,Hhh bilxaqiiqa midse ogow walaaley raga xaasaska badan waa original lkn hablaha qaadka iibiya waa copy uroonaanta naftoodu,Positive-Wanaag
13905,Ragga dumar baa ku tarama hebela ka wacnaw kuwa qaadka gadana ka Tajiri maysane ka noolada waaye fekerkodu,Positive-Wanaag
13906,Ragga xaasaska badan iyo haweenka qaadka jaadka iibiya si bay naftooda ugu roon yihiin,Neutral-Dhexdhexaad
13907,cidamada garkaa e sida qaadka utababaran e ladhaho bsf e buntland wa kuwii deni bajaqiyay ayaa yiri hadaad iskudaydo 16 kursi o taala bosaaso danayoo adaa kashalaayin waxay kaloo dhaheen Feeg boy,Positive-Wanaag
13908,Oo sumadii geelu ma waxay noqotay sidii qaadka,Neutral-Dhexdhexaad
13909,Kalabdyh Is faham Darro Ka Dhalatay Miisaanka Cusub Ee Qaadka Oo La Soo Af jaray,Positive-Wanaag
13910,Khudbadii Jaadka Qaadka ee Jaalle Maxamed Siyaad Barre via,Neutral-Dhexdhexaad
13911,Marti qaadka qaarkiis lafaa maraq sataa dhaanta,Positive-Wanaag
13912,Sii wadida dabagalka damaanad qaadka lama huraanka ah si loo gaadho waxaad rabto Taasina waxay damaanad qaad Utahay danaha lama huraanka ah inaad waxka gaarto,Neutral-Dhexdhexaad
13913,Dhibatooyinka qaadka,Neutral-Dhexdhexaad
13914,Madaxweyne ku xigeenka dalka Kenya William Ruto oo maalmihii la soo dhaafay ololahiisa doorasho ka waday gobolka jaadka uu ka baxo ee Meru ayaa waxaa uu sheegay in hadii loo doorto xilka Madaweynaha uu kordhin dono wax soo saarka Qaadka sidoo kalena uu wadahadal la gali dono,Negative-Xumaan
13915,Madaxwayne Ku Xigeen Isaga Oo Qaad Cunaya Oo Sheegay Inuu Qaadka Gayn Doono Soomaaliya,Neutral-Dhexdhexaad
13916,Adeer Adigu Kaba Qaadka kaba qaafkiisa Zero,Neutral-Dhexdhexaad
13917,Qarbad iyo sibraarku waxay ku kala duwan yihiin mugga iyo qaadka Waxay ila tahay in Sibrar u eegyhy waayo qarbadku intan wuu igala wayn yahay,Neutral-Dhexdhexaad
13918,Si qaadka dalka loo ka cirib tiro ayaa ku haya,Neutral-Dhexdhexaad
13919,Adigaa caqli fiican Hayee title noo samee waayahaye aanka doodnee qaadka Somali way wada qayishaa,Positive-Wanaag
13920,Farmaajo qaadka iska daa sxb,Neutral-Dhexdhexaad
13921,BALANTA ALLAH Balan qaadka illaahay waa dhab yaanay idin kedin sirin Noloshan aduunyadu yuusan idinka kedin Eebe kada badanihii Shaydaan Diin amp Darajo allow noogu deeq,Positive-Wanaag
13922,Fadlan Jooji Qaadka,Neutral-Dhexdhexaad
13923,Qiime Intee la eg ayaa ku baxa Maalinkii Bishii iyo Sanadkii Qaadka ay Raamsadaan Madaxda Dalka Jabuuti,Negative-Xumaan
13924,Maalinta balan qaadka aduunka Nala wadaag balan aad qaaday ood sideedi u oofisay,Neutral-Dhexdhexaad
13925,Maalinta balan qaadka aduunka 12 February Maxaa iibalam qaadaysaan reer twitterow,Neutral-Dhexdhexaad
13926,Kalmado Ku Saabsan Daah Ka Qaadka Shabakada Cusub Ee Sheekh Cabdulkariim Xasan Xoosh via,Positive-Wanaag
13927,fulinteeda allaha kugu duwa balan qaadka aad sameeysay sxb cali tinlaawoow,Neutral-Dhexdhexaad
13928,Isku dheelli tirka wanaaga waa damaanad qaadka inta badan ee dabeecadaha quruxda badan ayaa ka soo horjeeda milkiilayaashooda iyaga oo buunbuuninaya,Positive-Wanaag
13929,Xawaan iska waynaaday baad tahay oo wali edeb darona ku darsan Qaadka maadaa u qaadaay bal doofaarnimadaada day Nadal fooqal nadal,Neutral-Dhexdhexaad
13930,Dadka ballan qaadka badani waa kuwa ugu fulinta yar Tollow ma ilaawsanyihiin culeyska balanku leeyahey,Negative-Xumaan
13931,Masaajida io goobaha lagu cibaadaysto waa free oo wax lacag ah layskama qaado meesha ay maherada io kabadhada qaadka ay jaam yihiin iyadoo lacag layska qaado,Positive-Wanaag
13932,Sheekh Maxamed Haybe oo sheegay in 720 milyen oo Dollar sannadkii Daroogada QAADKA innagaga baxaan,Negative-Xumaan
13933,Maxaa laga yeelayaa kunka nacasnimo ee dib inoo dhigaya ee aynnu dugsanaynno ee qaadka ah qabiilka ah qoloqolada iyo qoqobada ah iyo nacasnimada odhanaysa daantaas ayaynnu nahay ee yaan daantaas loo gudbin Hawaale waran,Negative-Xumaan
13934,Ragu isku mid maha abayo kuwa waligood qaadka cunin ayaa jira,Neutral-Dhexdhexaad
13935,Sida qaadka suuqiisa usocdo e raggu ula kala ordayaan markan arko marfash maqaaxi lagu qayilo inaa furtaa damac iga galaa I m not bad person I m just business minded,Positive-Wanaag
13936,Balan qaadka eebe waa waxa ugu qaalisan ee aan ku haysano dunidaan korkeeda,Positive-Wanaag
13937,Farmaajo NISA Qaadka kenya wa xaraan lkn midka Ethiopia wa xalal miya SHEIKH CBB,Negative-Xumaan
13938,Sidoo kale Maxaad u boobi weyday xoolaha ummada Maxaad Qaadka ujoojisay Maxaad international community oogu tiri ha nasoo fara galinina Maxaad qabiil udiiday Maxaad u dhistay qaran maxaad qabkii Soomaaliyeed usoo celisay Maxaad usoo dhaweysay dhalin yarada,Neutral-Dhexdhexaad
13939,ciidamada qaadka soomaaliyeed qaran allaha na gaarsiiyo insha alaaah qaad haa sida ariga qaranimo maya waa qaabka hada aan nahay,Neutral-Dhexdhexaad
13940,Waa in Soomaalidu khasab qaadka ku cunaan,Neutral-Dhexdhexaad
13941,Waxaa kale oo aan ka baranay in 1 amaanada balan qaadka oo ilaaliyo 2 In la ilaahayo oo ilaahay looga cabsado mas uuliyada dadka iyo dalka aysan ubaahnayn in aad tahay wadaad Sheikh iyo shariif ama maal qabeen,Positive-Wanaag
13942,La Talaabso Cidii U Qalanto La Jaan Qaadka Noloshada Kana Maran Cidii Garan Waydo Qiimahaga Hora Loo soconayaa,Positive-Wanaag
13943,Sidee qaadku ku soogalay Soomaaliya yay ahaayeen dadkii ugu horeye ee cuna Qaadka meeshii ugu horeyse ee Qaad ka baxo halkee ayay aheyd su aalahaa iyo kuwo kale halkan ka aqri Ba a Qaadka Balaayo naheysato,Positive-Wanaag
13944,Tooshka labor qaadka ah ama labadinka ah,Neutral-Dhexdhexaad
13945,Qaadka tirada badan dhibkaas ayuu leeyahay,Neutral-Dhexdhexaad
13946,Dhibaatada qaadka,Neutral-Dhexdhexaad
13947,Wn ogsonahay waxa kaa hadlinaya waa qaadka aad sida riyaha camal u daaqeysid,Neutral-Dhexdhexaad
13948,Qaadka Itoobia miyuu ku badashay Qalbi Dhagax,Neutral-Dhexdhexaad
13949,Soomaaliya oo kalluunka ku baddalaneysa qaadka Itoobiya,Neutral-Dhexdhexaad
13950,Talo Caafimaad Xanuunada ku dhaca dhimirka waddankeenna waxay ku badanyihiin dadka maandooriyaha qaadka aadka u cuna waxay sheegaysaa baaritaano la sameeyay iney jirto waxyeello caafimaad oo toos ah oo uu ku leeyahay jirka iyo maskaxda dadka cuna qaadka Joog cunistiisa jaadka,Negative-Xumaan
13951,Dadbaa aaminsan oo dano yar dowladnimo ku dhex wato hanti boob ila dhaqaale meeshay gashaba isha ku hayo sida Qaadka Gagada dayuuradahaha shirinta xildhibaanada Wax dooranayo bixinta kharashaada Dakedaha Tabarucadaha shisheeye Doorashada dadbaa u malabsanayo,Negative-Xumaan
13952,Farmajo waxaa kaloo uu yiri Qabki aad igu amaanaysateen weli waa idin hayaa Qaadka aniga aa ka keena hada Ethiopia NOT Kenya Ciyaal HAWIYE ah weli aan qaan gaarin laba oday oo daarood ah iyo G SHUB baa ciidamada noo haya,Neutral-Dhexdhexaad
13953,Farmaajo Waa markuu qaadka tufo si uu cajaladii xalay dib ugu dhageeysto haye Jagaaaaaaac,Neutral-Dhexdhexaad
13954,Maxaa laga yeelayaa kunka nacasnimo ee dib inoo dhigaya ee aynnu dugsanaynno ee qaadka ah qabiilka ah qoloqolada iyo qoqobada ah iyo nacasnimada odhanaysa daantaas ayaynnu nahay ee yaan daantaas loo gudbin Hadraawi,Negative-Xumaan
13955,Gacmo wadajir bay wax ku qabtaan Biyo sacabadaada looga dhergaa Isku duubnibaa danta guud lagu gaadhaa Lacagta aynu qaadka ku cuno Wax badan baynu ku qabsan karnaa,Positive-Wanaag
13956,Bushimo waawayn oo afrikaanimada muujinaya midab maaran oo soo jiidasho leh laafyaha socodka iyo gacmaha jalaqsan Waxa kucajab galinaya adimada dhaadheer ee sida farshaxanka leh isugu dheeli tiran hub qaadka wacan jooga hilboon qayb bay kayihiin quruxda rabbi kugaladay,Positive-Wanaag
13957,Arintaasi wa heer sare Dhalinta hadii Qaadka laga joojiyo their only option for entertainment will be Sports any kind of sport long endurance cycling one of it Surely they ll partake tour de France in near future The healthy mind in healthy body,Positive-Wanaag
13958,Fikir Rag maskax fiyow iyo la jaan qaadka Dunida casirga ah ayaa suuragaliyay Super,Positive-Wanaag
13959,Dhuxusha kismaayo malaga hadlay Qaadka PM lasoo dagayo malaga hadlay Dhulkii ciidanka badda malaga hadlay,Neutral-Dhexdhexaad
13960,We don t need consultancies We need arms and training and banning and creating an Army Air arm Drones must be made a priority Ku bilaaba madnuuca qaadka Nin qaad cunay nin ma aha,Neutral-Dhexdhexaad
13961,waxaan kaasugnaa waa fasaxa qaadka iyo raali galinta oo islasocda,Negative-Xumaan
13962,Qaadka Kenya Bannaanbax Rooble ma tuug baa via,Neutral-Dhexdhexaad
13963,U beenaale CBB ah ayaa tahay orod farmaajo u sheeg qaadka ha joojiyo,Neutral-Dhexdhexaad
13964,Ama Qalanjada Ama Qaadka Ollolaha Qaaddiid Muqdisho 2022,Neutral-Dhexdhexaad
13965,Your legacy will live on in that shit Pikachu tattoo you gave me when we were 16,Negative-Xumaan
13966,U sheeg aabahaa farmaajo qaadka in uu joojiyo CBB,Neutral-Dhexdhexaad
13967,Abukar Qaadka Ethiopia maxaad ka tiri,Neutral-Dhexdhexaad
13968,Gabiley Shacabka Kalabaydh Oo Ka Mudaharaaday Miisaanka Cusub Ee Qaadka,Positive-Wanaag
13969,Waan kugu raacsanahay Waxaanse jeclaan lahaa in adiga amp dhaliyarada soo kacaysa aad ku dayotiin wanaagan aad hambalyaysay ood iska dhaaftaan la safashada amp dhex qaadka siyaasada liidata Consistency amp balanced approach to thinking amp analysis is s trademark,Negative-Xumaan
13970,Rag Qaadka cuna koley sidaasi masameyn karan o Qadkiiba minja suhiyey,Neutral-Dhexdhexaad
13971,Ookiyaalaha Tolnimadaad ku fiirisay haddaad ku tumashada sharciga darbiyo isku qaadka iyo min guurinta akhlaaqda dawliga ah aad u aragtid in Qabyaalad lagu haysto Su aasha muhimka ah waxaa weeye ma asagaa weeree lagu yahay mise asagaa weerar ah oo la iska difaacayaa Kappo,Neutral-Dhexdhexaad
13972,filsan wale filsan iyo cagjar kaba qaadka abiye kala nasabsan,Positive-Wanaag
13973,Farmaajo Horay la iiguma sheegin aragti gaabni in kasta oo aanaan Rabin in aan is faansho laakiinse waxaa nasiib daro ah adiga in aad Ka aradan tahay dhanka dul qaadka oo aadanba ahayn nin huumaag fog leh Kolay waan iska war qabnaa guulayso ugaas kkk,Negative-Xumaan
13974,Counting kuna hesabu hapo Sxb Odeyga qaadka waa ka gadanyahay,Positive-Wanaag
13975,Waa nolal aan soomaray waana sheeko qiyaali ah Markaan soo xasuusto waxii aan kasoomaray mirqaan aad ayaan uga qoonameyaa aniga waxaan u arkaa qaadka waa daroogada ugu xun adoonka illah hanooga badbaadiyo dadkeena,Negative-Xumaan
13976,Abukar Qaadka itoobiya ka soo hadal sheeg inuu xunyahay aan aragno muuqaaladaada,Negative-Xumaan
13977,Xukumada Rooble waa in ay joojisaa qaadka Ethiopia ama ku soo rogtaa Canshuur adag si lacagta hada ku dhacda jeebka Farmajo ugu dhacdo qasnada dhexe ee dowlada Lacagtaas oo ah ku dhowaad half million lacgata doolarka ah maalinti,Negative-Xumaan
13978,Farmaajo HELLO MARFISHKA MIYUU WARKA KUGU SOO GAADHAY GAFANE MIYUUSAN QAADKA KU DAGIN GALABTA,Neutral-Dhexdhexaad
13979,Cumar Filish Qaadka laga keeno Kenya ee dowladdu mamnuucday waxaa lagu,Neutral-Dhexdhexaad
13980,Cumar Filish oo go aan culus kasoo saaray Qaadka KENYA,Negative-Xumaan
13981,Cumar Finish Haddii Qaadka Kenya lagu iibiyo Wadajir waxaa dambigaas leh Maamulka,Neutral-Dhexdhexaad
13982,Cumar Finish Haddii Qaadka Kenya lagu iibiyo Wadajir waxaa dambigaas leh Maamulka,Neutral-Dhexdhexaad
13983,Warbixin Sidee ayuu uga macaashaa Qaadka Jaadka laga keeno waddanka Itoobiya P1 Cali Aadan Muumin,Neutral-Dhexdhexaad
13984,Farmaajo waxa uu sanadkii qaadka laga keeno waddanka Itoobiya ka helaa lacag dhan 16 200 000 Lix iyo toban milyan iyo labo boqol oo kun oo doolar Halka Dalal mohamed cajiib bishi haaf Malyan ka helo,Neutral-Dhexdhexaad
