title,company,location,posted,url
MARKET AND FOOD SECURITY DATA ANALYST ,WFP ,"Mogadishu, Somalia"," November 10, 2022",https://qaranjobs.com/job/market-and-food-security-data-analyst-mogadishu-somalia/
INVITATION TO BID FOR CONSULTANCY FOR PREQUALIFIED CHILD PROTECTION & CHILD RIGHTS GOVERNANCE TRAINING FACILITATORS FOR SOUTHERN STATES FIELD OFFICES 2022-2024,Save the Children ,Somalia," November 10, 2022",https://qaranjobs.com/job/invitation-to-bid-for-consultancy-for-prequalified-child-protection-child-rights-governance-training-facilitators-for-southern-states-field-offices-2022-2024/
Quality Assurance Officer ,Creative Associates International ,"Kismayo, Somalia"," November 10, 2022",https://qaranjobs.com/job/quality-assurance-officer-kismayo-somalia-2/
"TOR For Consultancy to Review and Update CSOs Strategic Plans, Contingency plans, and Organizational Systems ",SYS-Burao ,Burao," November 10, 2022",https://qaranjobs.com/job/tor-for-consultancy-to-review-and-update-csos-strategic-plans-contingency-plans-and-organizational-systems-burao/
HR Officer ,SOS Children’s Villages International ,"Heliwa-Mogadishu, Somalia"," November 10, 2022",https://qaranjobs.com/job/hr-officer-heliwa-mogadishu-somalia/
Jobs at Somali Red Crescent Society (SRCS) (4 Positions) ,Ururka Bisha Cas (SRCS) ,Somalia," November 10, 2022",https://qaranjobs.com/job/jobs-at-somali-red-crescent-society-srcs-4-positions-somali-jobs-apply-now-2/
Social Policy Specialist(Shock-Responsive) NOC CO ,UNICEF ,"Mogadishu, Somalia"," November 10, 2022",https://qaranjobs.com/job/social-policy-specialistshock-responsive-noc-co-mogadishu-somalia/
HMIS Officer ,IRC ,"Dhusamareeb, Somalia"," November 10, 2022",https://qaranjobs.com/job/hmis-officer-dhusamareeb-somalia/
MONITORING AND EVALUATION OFFICER (MEAL OFFICER) ,ADRA ,"Garowe, Somalia"," November 10, 2022",https://qaranjobs.com/job/monitoring-and-evaluation-officer-meal-officer-garowe-somalia/
Research Officer ,Consilient ,"Hargeisa, Somaliland"," November 10, 2022",https://qaranjobs.com/job/research-officer-hargeisa-somaliland-11/
MCH Nurses (4 Positions) ,Concern Worldwide ,"Mogadishu, Somalia"," November 10, 2022",https://qaranjobs.com/job/mch-nurses-4-positions-mogadishu-somalia/
"Consultancy to Review and Update CSOs Strategic Plans, Contingency plans, and Organizational Systems ",Candlelight ,Somaliland," November 10, 2022",https://qaranjobs.com/job/consultancy-to-review-and-update-csos-strategic-plans-contingency-plans-and-organizational-systems-somaliland-3/
Programme Officer ,Save the Children ,"Baidoa, Somalia"," November 10, 2022",https://qaranjobs.com/job/programme-officer-cp-crg-baidoa-somalia/
Logistics Site Manager ,ICRC ,"Hargeisa, Somaliland"," November 10, 2022",https://qaranjobs.com/job/logistics-site-manager-hargeisa-somaliland/
RENOVATION OF WOMEN AN GIRLS SAFE SPACE IN BELETWEIN FOR THE PERIOD -NOVEMBER 2022 TO DECEMBER 2022,SBACO ,Somalia," November 9, 2022",https://qaranjobs.com/?post_type=job_listing&p=24610
Accountant (3 Boos) ,Jaamacadda Ummadda Soomaaliyeed ,"Muqdisho, Soomaaliya"," November 9, 2022",https://qaranjobs.com/job/accountant-3-boos-muqdisho-soomaaliya/
Health Promoter ,SRCS ,Iskushuban Bari Region Puntland," November 9, 2022",https://qaranjobs.com/job/health-promoter-bari-region-puntland-state-of-somalia/
OPD under 5 Nurse ,SRCS ,Iskushuban Bari Region Puntland," November 9, 2022",https://qaranjobs.com/job/opd-under-5-nurse-bari-region-puntland-state-of-somalia/
Pharmacy Assistant ,SRCS ,"Bari Region, Puntland State of Somalia"," November 9, 2022",https://qaranjobs.com/job/pharmacy-assistant-bari-region-puntland-state-of-somalia/
Terms Of Reference (ToR) for Enabling Women’s Representation and Participation in Political Dialogue Somalia,Rift Valley Institute (RVI) ,Somalia," November 9, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-enabling-womens-representation-and-participation-in-political-dialogue-somalia/
Terms Of Reference (ToR) for support To Political Dialogue Around the Security Sector in Somalia,Rift Valley Institute (RVI) ,Somalia," November 9, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-support-to-political-dialogue-around-the-security-sector-in-somalia/
Senior Operations Manager,Matter Labs ,Remote," November 9, 2022",https://qaranjobs.com/job/senior-operations-manager/
Part Time Driver ,Children’s Legal Defense Center (CLDC) ,Somaliland," November 9, 2022",https://qaranjobs.com/job/part-time-driver-somaliland/
Senior Human Resources Assistant ,UNHCR ,"Jigjiga, Somali Regional State of Ethiopia"," November 9, 2022",https://qaranjobs.com/job/senior-human-resources-assistant-jigjiga-somali-regional-state-of-ethiopia/
Nutrition Deputy Programme Manager ,Save the Children ,"Beledweyne, Somalia"," November 9, 2022",https://qaranjobs.com/job/nutrition-deputy-programme-manager-beledweyne-somalia-2/
Terms of Reference for Situation of Young People Leaving Care in Somaliland,SOS Children's Villages International ,"Hargeisa, Somaliland"," November 9, 2022",https://qaranjobs.com/job/terms-of-reference-for-situation-of-young-people-leaving-care-in-somaliland/
Field Officer ,Horn of Africa Peace Network (HAPEN) ,"Xudur, Somalia"," November 9, 2022",https://qaranjobs.com/job/field-officer-xudur-somalia/
Community Response and Feedback Mechanism ,Horn of Africa Peace Network (HAPEN) ,"Xudur, Somalia"," November 9, 2022",https://qaranjobs.com/job/community-response-and-feedback-mechanism-crfm-officer-2-positions-xudur-somalia/
Consultants for Quantification of Family Planning Commodities and Revision of Guidelines ,Physicians Across Continents - PAC ,"Mogadishu, Kigali"," November 9, 2022",https://qaranjobs.com/job/consultants-for-quantification-of-family-planning-commodities-and-revision-of-guidelines-somalia-and-rwanda/
Driver (2 Positions) ,WHO ,"Mogadishu, Somalia"," November 9, 2022",https://qaranjobs.com/job/driver-2-positions-mogadishu-somalia/
Human Resource Assistant (2 Positions) ,WHO ,"Mogadishu, Somalia"," November 9, 2022",https://qaranjobs.com/job/human-resource-assistant-2-positions-mogadishu-somalia/
Travel Assistant (2 Positions) ,WHO ,"Mogadishu, Somalia"," November 9, 2022",https://qaranjobs.com/job/travel-assistant-2-positions-mogadishu-somalia/
Programme Officer ,Africa Enterprise Challenge Fund - AECF ,"Mogadishu, Somalia"," November 9, 2022",https://qaranjobs.com/job/programme-officer-fig-mogadishu-somalia/
Prequalified Enumerators ,CARE ,Puntland State of Somalia," November 9, 2022",https://qaranjobs.com/job/prequalified-enumerators-puntland/
Prequalified Enumerators ,CARE ,Somaliland," November 9, 2022",https://qaranjobs.com/job/prequalified-enumerators-somaliland/
Prequalified Enumerators (18 Positions) ,CARE ,South and Centeral of Somalia," November 9, 2022",https://qaranjobs.com/job/prequalified-enumerators-18-positions-south-and-centeral-of-somalia/
Cleaner (Maternity Cover) ,Save the Children ,"Hargeisa, Somaliland"," November 9, 2022",https://qaranjobs.com/job/cleaner-maternity-cover-hargeisa-somaliland/
ICLA Technical Assistant ,NRC ,"Beledweyne, Somalia"," November 8, 2022",https://qaranjobs.com/job/icla-technical-assistant-beledweyne-somalia-2/
Funding Coordinator ,OXFAM ,"Hargeisa, Somaliland"," November 8, 2022",https://qaranjobs.com/job/funding-coordinator-hargeisa-somaliland/
Safety Advisor Assistant ,The International NGO Safety Organisation (INSO) ,"Dhusamareeb, Somalia"," November 8, 2022",https://qaranjobs.com/job/safety-advisor-assistant-dhusamareeb-somalia/
"Consultancy to Review and Update CSOs Strategic Plans, Contingency plans, and Organizational Systems ",Solidarity Youth Voluntary Organization (SOYVO) ,Somaliland," November 8, 2022",https://qaranjobs.com/job/consultancy-to-review-and-update-csos-strategic-plans-contingency-plans-and-organizational-systems-somaliland-2/
"Programme Policy Officer (NGO Partnerships) NOA, (Mogadishu, Hargeisa, Garowe, Dolow, Galkayo) ",WFP ,Somalia & Somaliland," November 8, 2022",https://qaranjobs.com/job/programme-policy-officer-ngo-partnerships-noa-mogadishu-hargeisa-garowe-dolow-galkayo-somalia-somaliland/
Protection Officer ,OXFAM ,"Garowe, Somalia"," November 8, 2022",https://qaranjobs.com/job/protection-officer-garowe-somalia/
Senior Protection Officer ,OXFAM ,"Garowe, Somalia"," November 8, 2022",https://qaranjobs.com/job/senior-protection-officer-garowe-somalia/
Driver (2 Positions) ,WFP ,"Hargeisa and Berbera, Somaliland"," November 8, 2022",https://qaranjobs.com/job/driver-2-positions-hargeisa-and-berbera-somaliland/
Infection prevention & Control Nurse (IPC Nurse) ,SRCS ,"Mogadishu, Somalia"," November 8, 2022",https://qaranjobs.com/job/infection-prevention-control-nurse-ipc-nurse-mogadishu-somalia/
"Consultancy to Review and Update CSOs Strategic Plans, Contingency Plans, and Organizational Systems ",SOYDAVO ,Somaliland," November 8, 2022",https://qaranjobs.com/job/consultancy-to-review-and-update-csos-strategic-plans-contingency-plans-and-organizational-systems-somaliland/
"Consultancy to Review and Update CSOs Strategic Plans, Contingency plans, and Organizational Systems ",Eastern Somalia Social Workers Association (ESWA) ,Somalia," November 8, 2022",https://qaranjobs.com/job/consultancy-to-review-and-update-csos-strategic-plans-contingency-plans-and-organizational-systems-somalia-2/
Area Director ,Save the Children ,"Jigjiga, Somali Regional State of Ethiopia"," November 8, 2022",https://qaranjobs.com/job/area-director-jigjiga-somali-regional-state-of-ethiopia/
"Consultancy to Review and Update CSOs Strategic Plans, Contingency plans, and Organizational Systems ",Somali Social Forum (SSF) ,Somalia," November 8, 2022",https://qaranjobs.com/job/consultancy-to-review-and-update-csos-strategic-plans-contingency-plans-and-organizational-systems-somalia/
"Liaison, Security and Logistics Manager",WeltHungerHilfe (WHH) ,Nairobi," November 8, 2022",https://qaranjobs.com/job/liaison-security-and-logistics-manager/
Associate Contracts Management Officer ,UNSOS ,"Mogadishu, Somalia"," November 8, 2022",https://qaranjobs.com/job/associate-contracts-management-officer-mogadishu-somalia/
ToR for Strengthen Technical and Operational Capacities of DANWADAAG Target CBOs-Somaliland,CARE ,Somaliland," November 8, 2022",https://qaranjobs.com/job/tor-for-strengthen-technical-and-operational-capacities-of-danwadaag-target-cbos-somaliland/
"Supply & Logistics Specialist, NOC ",UNICEF ,"Mogadishu, Somalia"," November 7, 2022",https://qaranjobs.com/job/supply-logistics-specialist-noc-mogadishu-somalia/
Re-Advert: Immunization Specialist (Polio) P-3 ,UNICEF ,"Mogadishu, Somalia"," November 7, 2022",https://qaranjobs.com/job/re-advert-immunization-specialist-polio-p-3-mogadishu-somalia/
Nursing Activity Manager ,Médecins Sans Frontières (MSF) ,Somali Regional State Of Ethiopia," November 7, 2022",https://qaranjobs.com/job/nursing-activity-manager-somali-regional-state-of-ethiopia/
Case Worker ,Save the Children ,Dire Dawa," November 7, 2022",https://qaranjobs.com/job/case-worker-2-positions-dire-dawa/
"Terms Of Reference For Capacity Building Training To Molsa State Level, SCI, And CSO’s Staff On Designing Adaptive And Inclusive Social Protection Program In Kismayo Under The Danida Project.",Save the Children ,"Kismayo, Somalia"," November 7, 2022",https://qaranjobs.com/job/terms-of-reference-for-capacity-building-training-to-molsa-state-level-sci-and-csos-staff-on-designing-adaptive-and-inclusive-social-protection-program-in-kismayo-under-the-danida-project/
Jobs at Federal Government of Somalia (3 Positions) ,Federal Government of Somalia (FGS) | Dawladda Federaalka Soomaaliya ,Somalia," November 6, 2022",https://qaranjobs.com/?post_type=job_listing&p=22812
"Chief of Unit, Risk Management and Compliance ",UNSOS ,"Mogadishu, Somalia"," November 6, 2022",https://qaranjobs.com/job/chief-of-unit-risk-management-and-compliance-mogadishu-somalia/
Professional Driver (2 Positions) ,Balan Logistics ,"Mogadishu, Somalia"," November 6, 2022",https://qaranjobs.com/job/professional-driver-2-positions-mogadishu-somalia/
Marketing and Sales Manager ,Hiil Press ,"Hargeisa, Somaliland"," November 6, 2022",https://qaranjobs.com/job/marketing-and-sales-manager-hargeisa-somaliland/
Short term WPE Case Workers (2 Positions) ,IRC ,"Baidoa, Somalia"," November 5, 2022",https://qaranjobs.com/job/short-term-wpe-case-workers-2-positions-baidoa-somalia/
Male Rehabilitation Centre ,CTG ,"Baidoa, Somalia"," November 5, 2022",https://qaranjobs.com/job/male-rehabilitation-centre-social-worker-baidoa-somalia/
Senior Data Officer ,IMPACT Initiatives ,"Hargeisa, Somaliland"," November 5, 2022",https://qaranjobs.com/job/senior-data-officer-hargeisa-somaliland/
(Vacancy Announcements) إعلان عن وظائف شاغرة (18 Positions),National Flour Mill Company (NFMC) ,"Berbera, Somaliland"," November 5, 2022",https://qaranjobs.com/job/vacancy-announcements-%d8%a5%d8%b9%d9%84%d8%a7%d9%86-%d8%b9%d9%86-%d9%88%d8%b8%d8%a7%d8%a6%d9%81-%d8%b4%d8%a7%d8%ba%d8%b1%d8%a9-18-positions/
Nutrition Supervisor ,MEDAIR ,"Mogadishu, Somalia"," November 5, 2022",https://qaranjobs.com/job/nutrition-supervisor-mogadishu-somalia/
"English, Math and Science Teacher ",Australian Islamic School ,"Hargeisa, Somaliland"," November 5, 2022",https://qaranjobs.com/job/english-math-and-science-teacher-hargeisa-somaliland/
Gender Specialist ,FAO ,Somalia," November 5, 2022",https://qaranjobs.com/job/gender-specialist-somalia/
"Public Information Officer, P3 ",UNSOM ,"Mogadishu, Somalia"," November 5, 2022",https://qaranjobs.com/job/public-information-officer-p3-mogadishu-somalia/
Xisaabiye (Accountant) ,Day travel & General Services ,"Mogadishu, Somalia"," November 5, 2022",https://qaranjobs.com/job/xisaabiye-accountant-darusalaam-mogadishu-somalia/
Security Advisor ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," November 4, 2022",https://qaranjobs.com/job/security-advisor-mogadishu-somalia-2/
Health Officer ,Shaqodoon Organization ,"Gabiley, Somaliland"," November 4, 2022",https://qaranjobs.com/job/health-officer-gabiley-somaliland/
Invitation To Bid For Consultancy of service for Development of School Health and Nutrition Guideline ,Save the Children ,"Hargeisa, Somaliland"," November 4, 2022",https://qaranjobs.com/job/invitation-to-bid-for-consultancy-of-service-for-development-of-school-health-and-nutrition-guideline-somaliland/
Finance Assistant ,Save the Children ,"Hargeisa, Somaliland"," November 4, 2022",https://qaranjobs.com/job/finance-assistant-hargeisa-somaliland-7/
Field Office Coordinator ,NRC ,"Baidoa, Somalia"," November 4, 2022",https://qaranjobs.com/job/field-office-coordinator-baidoa-somalia/
Project Delegate ,German Red Cross (GRC) ,"Hargeisa, Somaliland"," November 4, 2022",https://qaranjobs.com/job/project-delegate-hargeisa-somaliland/
"Programme Policy Officer (Social Protection), NOB ",WFP ,"Mogadishu, Somalia"," November 4, 2022",https://qaranjobs.com/job/programme-policy-officer-social-protection-nob-mogadishu-somalia/
Health Specialist ,UNICEF ,"Mogadishu, Somalia"," November 4, 2022",https://qaranjobs.com/job/health-specialist-pharmaceuticals-supply-chain-management-p3-mogadishu-somalia/
ICT Senior Analyst ,UNOPS ,"Mogadishu, Somalia"," November 3, 2022",https://qaranjobs.com/job/ict-senior-analyst-ict-project-management-mogadishu-somalia/
Operations Coordinator/Risk Analyst ,GardaWorld ,"Mogadishu, Somalia"," November 3, 2022",https://qaranjobs.com/job/operations-coordinator-risk-analyst-mogadishu-somalia/
A consultant to conduct training on Child-friendly Complaints and Feedback Mechanisms ,ADRA ,Somalia," November 3, 2022",https://qaranjobs.com/job/a-consultant-to-conduct-training-on-child-friendly-complaints-and-feedback-mechanisms-somalia/
Emergency Manager ,UNICEF ,"Mogadishu, Somalia"," November 3, 2022",https://qaranjobs.com/job/emergency-manager-access-engagement-mogadishu-somalia/
Security Manager ,UNICEF ,"Mogadishu, Somalia"," November 3, 2022",https://qaranjobs.com/job/security-manager-mogadishu-somalia/
Research Officer ,Mercy Corps ,"Baidao, Somalia"," November 3, 2022",https://qaranjobs.com/job/research-officer-baidao-somalia-2/
Project Engineer (3 positions) ,CTG ,"Puntland, Somalia"," November 3, 2022",https://qaranjobs.com/job/project-engineer-3-positions-puntland-fms-somalia/
RENOVATION OF WOMEN AN GIRLS SAFE SPACE IN GALKACYO FOR THE PERIOD -NOVEMBER 2022,SBACO ,"Galkacyo, Somalia"," November 2, 2022",https://qaranjobs.com/job/renovation-of-women-an-girls-safe-space-in-galkacyo-for-the-period-november-2022/
Jobs at YouthLink Somalia (11 Positions) ,YouthLink Somalia ,Somalia," November 2, 2022",https://qaranjobs.com/?post_type=job_listing&p=22763
